Year,Survey,LocationDesc,DataSource,Topic,Question,StratificationCategory,Stratification,DataValueUnit,DataValue,LowCI,HighCI,Footnote1,Footnote2,Footnote3,Footnote4,TopicID,QuestionID,Median,Minimum,Maximum
2021,State,Wisconsin,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,10.3,8.5,12.6,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,10.9,6.4,16.2
2021,Local,"Albuquerque, NM",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,12.4,11.0,13.9,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,11.9,7.2,18.1
2021,Local,"Albuquerque, NM",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,15.8,13.4,18.4,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,14.6,8.5,21.7
2021,Local,"Albuquerque, NM",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,8.6,7.2,10.3,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,9.4,5.5,14.5
2021,Local,"Boston, MA",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,8.6,6.9,10.8,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,11.9,7.2,18.1
2021,Local,"Boston, MA",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,10.0,7.7,12.7,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,14.6,8.5,21.7
2021,Local,"Boston, MA",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,6.8,4.9,9.5,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,9.4,5.5,14.5
2021,Local,"Broward County, FL",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,10.7,8.6,13.1,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,11.9,7.2,18.1
2021,Local,"Broward County, FL",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,12.7,9.7,16.5,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,14.6,8.5,21.7
2021,Local,"Broward County, FL",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,8.5,5.9,12.1,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,9.4,5.5,14.5
2021,Local,"Charlotte-Mecklenburg County, NC",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,11.9,7.2,18.1
2021,Local,"Charlotte-Mecklenburg County, NC",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,14.6,8.5,21.7
2021,Local,"Charlotte-Mecklenburg County, NC",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,9.4,5.5,14.5
2021,Local,"Baltimore, MD",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,11.9,7.2,18.1
2021,Local,"Baltimore, MD",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,14.6,8.5,21.7
2021,Local,"Baltimore, MD",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,9.4,5.5,14.5
2021,Local,"Chicago, IL",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,10.7,8.8,12.9,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,11.9,7.2,18.1
2021,Local,"Chicago, IL",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,13.3,10.2,17.2,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,14.6,8.5,21.7
2021,Local,"Chicago, IL",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,8.4,6.6,10.8,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,9.4,5.5,14.5
2021,Local,"Borough of Bronx, NY",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,11.9,7.2,18.1
2021,Local,"Borough of Bronx, NY",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,14.6,8.5,21.7
2021,Local,"Borough of Bronx, NY",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,9.4,5.5,14.5
2021,Local,"Borough of Brooklyn, NY",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,11.9,7.2,18.1
2021,Local,"Borough of Brooklyn, NY",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,14.6,8.5,21.7
2021,Local,"Borough of Brooklyn, NY",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,9.4,5.5,14.5
2021,Local,"Dallas, TX",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,11.9,7.2,18.1
2021,Local,"Dallas, TX",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,14.6,8.5,21.7
2021,Local,"Dallas, TX",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,9.4,5.5,14.5
2021,Local,"Borough of Manhattan, NY",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,11.9,7.2,18.1
2021,Local,"Borough of Manhattan, NY",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,14.6,8.5,21.7
2021,Local,"Borough of Manhattan, NY",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,9.4,5.5,14.5
2021,Local,"Borough of Queens, NY",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,11.9,7.2,18.1
2021,Local,"Borough of Queens, NY",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,14.6,8.5,21.7
2021,Local,"Borough of Queens, NY",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,9.4,5.5,14.5
2021,Local,District of Columbia,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,7.2,6.8,7.7,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,11.9,7.2,18.1
2021,Local,District of Columbia,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,8.5,7.8,9.3,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,14.6,8.5,21.7
2021,Local,District of Columbia,YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,5.5,4.9,6.2,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,9.4,5.5,14.5
2021,Local,"Borough of Staten Island, NY",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,11.9,7.2,18.1
2021,Local,"Borough of Staten Island, NY",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,14.6,8.5,21.7
2021,Local,"Borough of Staten Island, NY",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,9.4,5.5,14.5
2021,Local,"Duval County, FL",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,14.9,12.8,17.3,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,11.9,7.2,18.1
2021,Local,"Duval County, FL",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,15.6,13.2,18.3,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,14.6,8.5,21.7
2021,Local,"Duval County, FL",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,13.4,10.9,16.2,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,9.4,5.5,14.5
2021,Local,"Gaston County, NC",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,15.4,13.4,17.6,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,11.9,7.2,18.1
2021,Local,"Gaston County, NC",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,19.1,16.2,22.3,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,14.6,8.5,21.7
2021,Local,"Gaston County, NC",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,10.8,8.4,13.8,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,9.4,5.5,14.5
2021,Local,"Clark County, NV",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,11.9,7.2,18.1
2021,Local,"Clark County, NV",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,14.6,8.5,21.7
2021,Local,"Clark County, NV",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,9.4,5.5,14.5
2021,Local,"Houston, TX",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,9.1,7.6,10.8,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,11.9,7.2,18.1
2021,Local,"Houston, TX",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,10.3,8.4,12.4,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,14.6,8.5,21.7
2021,Local,"Houston, TX",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,7.4,5.3,10.2,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,9.4,5.5,14.5
2021,Local,"Cleveland, OH",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,11.3,9.4,13.5,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,11.9,7.2,18.1
2021,Local,"Cleveland, OH",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,14.9,11.9,18.6,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,14.6,8.5,21.7
2021,Local,"Cleveland, OH",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,7.8,5.9,10.3,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,9.4,5.5,14.5
2021,Local,"Los Angeles, CA",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,10.3,9.2,11.6,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,11.9,7.2,18.1
2021,Local,"Los Angeles, CA",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,12.5,11.0,14.1,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,14.6,8.5,21.7
2021,Local,"Los Angeles, CA",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,8.4,6.2,11.1,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,9.4,5.5,14.5
2021,Local,"DeKalb County, GA",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,11.9,7.2,18.1
2021,Local,"DeKalb County, GA",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,14.6,8.5,21.7
2021,Local,"DeKalb County, GA",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,9.4,5.5,14.5
2021,Local,"Memphis, TN",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,11.9,7.2,18.1
2021,Local,"Memphis, TN",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,14.6,8.5,21.7
2021,Local,"Memphis, TN",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,9.4,5.5,14.5
2021,Local,"Miami-Dade County, FL",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,11.9,7.2,18.1
2021,Local,"Miami-Dade County, FL",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,14.6,8.5,21.7
